datetime,GISP2,EPICA Dome C CO2
-8465-03-18 13:09:20,-35.35,
-8440-01-04 13:18:44,-35.87,
-8417-06-13 19:57:49,,264.9
-8414-05-29 22:46:10,-35.83,
-8390-07-05 06:51:26,-35.83,
-8363-10-22 09:32:45,-36.26,
-8350-06-16 17:04:39,,265.7
-8336-03-16 19:00:11,-35.87,
-8313-11-28 00:45:57,-35.14,
-8289-11-28 20:16:20,-35.33,
-8265-11-28 15:46:43,-35.16,
-8243-01-21 12:43:08,,263.4
-8238-07-05 02:23:54,-35.46,
-8212-11-27 11:51:20,-35.4,
-8185-03-18 08:43:53,-35.05,
-8185-07-05 22:28:31,,264.0
-8160-08-10 12:22:33,-34.65,
-8135-07-05 01:06:50,-35.57,
-8112-07-04 14:48:27,-35.61,
-8088-01-04 19:24:28,-35.45,
-8065-10-23 13:45:06,-34.59,
-8043-05-26 03:38:58,,264.2
-8041-08-04 00:46:45,-35.17,
-8019-06-05 22:07:49,-34.62,
-7996-08-24 20:18:10,-34.9,
-7971-08-02 23:40:24,-35.17,
-7952-12-19 09:07:29,,264.4
-7950-12-16 05:05:32,-34.17,
-7924-02-12 16:56:29,-34.86,
-7903-10-10 20:26:46,-35.04,
-7879-05-03 22:59:42,-35.07,
-7857-02-12 22:23:50,-35.31,
-7834-09-12 08:15:44,-34.57,
-7810-07-04 18:15:51,-34.14,
-7786-05-22 17:52:24,-35.23,
-7764-10-15 04:04:46,-34.48,
-7741-08-07 08:16:07,-34.21,
-7715-01-21 09:51:42,-34.28,
-7694-09-09 14:23:31,-35.34,
-7670-07-23 22:20:34,-33.9,
-7646-02-13 00:53:30,-34.78,
-7624-03-20 21:21:14,-34.64,
-7624-09-26 19:34:36,,263.8
-7606-02-23 16:22:37,,263.0
-7601-05-18 21:34:40,-34.4,
-7579-10-22 06:45:29,-35.09,
-7575-07-26 14:12:51,,260.9
-7569-12-12 20:05:59,,260.6
-7555-07-26 10:28:11,-34.84,
-7532-08-16 22:06:44,-35.28,
-7510-07-26 08:02:39,-35.13,
-7489-03-25 05:44:10,-35.48,
-7487-04-22 22:37:36,,265.2
-7468-04-22 13:04:10,-34.92,
-7447-07-30 05:54:25,-34.39,
-7424-01-03 15:05:15,-34.89,
-7412-11-19 22:45:21,,263.8
-7404-03-23 19:49:18,-34.15,
-7382-03-06 21:24:43,-34.4,
-7363-03-06 11:51:17,-34.19,
-7346-09-12 12:53:40,,263.7
-7341-11-02 21:10:19,-33.94,
-7319-03-24 09:54:26,-35.07,
-7298-01-04 03:29:47,-34.6,
-7277-04-05 13:01:04,-35.03,
-7255-04-12 04:12:54,-35.33,
-7234-10-15 12:50:52,-34.65,
-7215-05-03 18:40:29,-34.48,
-7194-01-03 08:01:29,-34.9,
-7194-12-30 22:10:46,,262.0
-7174-02-23 07:29:38,-34.9,
-7156-11-30 21:47:59,-34.46,
-7136-03-12 18:40:11,-33.9,
-7117-02-23 02:49:19,-34.77,
-7111-11-01 14:06:33,,259.3
-7099-08-28 18:00:58,-34.39,
-7078-05-03 23:01:27,-34.46,
-7058-12-08 22:46:03,-34.57,
-7043-01-06 13:24:40,,260.4
-7038-09-04 19:54:41,-35.09,
-7018-11-13 01:40:17,-34.57,
-6997-06-13 18:05:53,-34.66,
-6977-11-13 23:59:42,-34.58,
-6962-02-27 07:27:34,,260.9
-6958-05-29 14:09:49,-33.82,
-6939-05-03 14:59:58,-33.99,
-6920-08-17 03:31:40,-34.23,
-6901-11-13 09:45:56,-34.79,
-6879-01-03 15:02:51,-34.88,
-6859-11-02 14:55:39,-34.36,
-6838-04-23 03:06:54,-34.31,
-6832-09-22 23:37:58,,259.0
-6819-07-30 08:19:37,-34.68,
-6801-11-02 16:04:05,-34.52,
-6782-07-04 17:47:33,-34.06,
-6764-10-14 08:51:00,-34.76,
-6761-04-30 02:00:52,,261.8
-6744-09-04 00:51:58,-34.73,
-6724-11-01 07:39:05,-34.4,
-6705-05-21 13:28:42,-34.85,
-6687-09-04 20:11:38,-34.71,
-6668-08-20 20:00:15,-34.54,
-6649-08-17 18:47:19,-34.54,
-6630-09-04 15:31:19,-34.49,
-6613-08-02 21:24:57,-34.32,
-6597-06-06 07:53:25,,260.7
-6594-10-22 20:20:14,-34.86,
-6574-03-06 14:07:50,-34.96,
-6555-04-19 00:28:15,-34.81,
-6535-07-04 13:32:49,-34.71,
-6516-10-14 10:25:02,-34.6,
-6510-04-29 21:01:12,,261.3
-6495-02-23 18:21:55,-34.85,
-6478-04-26 23:22:14,-34.34,
-6458-09-12 14:38:05,-34.92,
-6439-02-01 09:55:54,-34.98,
-6421-10-30 01:15:46,-34.84,
-6402-02-15 23:38:12,,258.3
-6401-09-05 02:38:47,-34.83,
-6381-07-04 20:42:49,-34.45,
-6363-01-31 19:42:08,-34.73,
-6346-03-16 18:25:00,-34.54,
-6327-05-17 11:02:51,-34.77,
-6306-01-02 09:45:54,-35.27,
-6286-10-11 11:41:47,-35.73,
-6266-08-24 20:23:46,-36.44,
-6247-01-02 16:43:07,-36.01,
-6245-03-17 05:30:24,,259.3
-6226-05-14 06:28:46,-36.19,
-6208-11-08 14:21:27,-35.35,
-6186-01-03 11:17:51,-34.92,
-6170-11-09 19:14:34,-35.27,
-6167-09-23 01:07:31,,259.6
-6151-09-19 06:28:18,-34.73,
-6136-08-02 10:06:27,-35.15,
-6116-02-01 15:27:24,-34.77,
-6099-03-21 05:49:45,-35.18,
-6081-08-03 17:48:36,-35.19,
-6062-06-09 13:22:50,-34.49,
-6044-09-08 05:27:49,-34.57,
-6027-07-04 14:26:04,-34.3,
-6026-02-27 00:12:46,,260.8
-6009-04-19 06:14:37,-34.16,
-5990-06-05 08:14:31,-34.78,
-5977-08-21 04:37:43,,259.2
-5973-11-02 05:02:32,-34.81,
-5954-01-20 22:09:04,-34.4,
-5937-12-15 18:11:59,-34.7,
-5919-03-12 12:48:42,-34.41,
-5911-10-28 13:46:34,,259.7
-5902-08-24 00:14:41,-34.12,
-5883-03-31 12:21:44,-34.71,
-5866-02-26 18:15:22,-33.41,
-5850-08-24 14:30:31,-34.35,
-5833-11-27 16:26:14,-34.37,
-5816-12-18 17:12:11,-34.53,
-5798-03-06 12:50:27,-34.45,
-5781-06-27 21:03:35,-34.01,
-5770-06-01 23:23:36,,260.4
-5762-01-21 10:12:11,-34.57,
-5745-04-04 14:10:58,-33.84,
-5729-09-26 18:46:38,-34.24,
-5712-08-20 09:00:47,,260.1
-5711-12-19 03:32:38,-34.64,
-5694-12-20 06:21:40,-34.4,
-5676-12-15 23:19:58,-35.14,
-5658-08-25 02:33:38,-33.71,
-5641-08-06 23:05:14,-34.83,
-5624-11-23 15:38:53,-34.39,
-5607-05-03 05:36:36,-34.59,
-5591-10-03 12:15:21,-34.89,
-5572-02-01 09:36:14,-34.46,
-5555-08-20 09:37:05,-35.64,
-5548-02-19 11:24:03,,258.4
-5537-03-27 15:55:22,-35.0,
-5520-08-01 14:46:27,-34.61,
-5503-10-10 03:05:45,-34.61,
-5486-09-08 08:59:23,-34.42,
-5470-10-07 11:15:33,-34.58,
-5456-09-07 15:22:22,,260.7
-5452-10-03 04:13:51,-33.94,
-5435-09-29 15:23:23,-34.73,
-5418-06-26 19:05:44,-34.99,
-5401-02-22 17:32:11,-34.42,
-5384-01-18 07:46:20,-34.29,
-5367-09-26 11:00:00,-34.28,
-5350-12-12 06:38:16,-35.03,
-5333-03-06 03:46:45,-34.37,
-5325-12-30 14:14:52,,263.0
-5316-07-03 19:18:52,-34.95,
-5298-10-22 17:41:17,-34.98,
-5280-05-25 08:20:05,-35.02,
-5263-06-16 09:06:02,-35.13,
-5246-09-08 12:03:17,-34.73,
-5239-12-08 12:11:50,,262.3
-5228-12-11 19:47:45,-35.03,
-5212-07-03 23:50:33,-34.29,
-5196-12-04 06:29:18,-35.42,
-5179-10-17 21:44:59,-34.66,
-5162-09-26 02:37:05,-34.73,
-5145-09-22 13:46:37,-34.9,
-5127-03-05 01:12:36,-35.14,
-5111-11-26 13:15:27,-35.15,
-5093-08-03 00:49:39,-35.21,
-5089-09-26 18:57:01,,257.6
-5076-12-04 08:01:15,-34.83,
-5059-11-05 05:34:22,-34.16,
-5041-06-01 12:54:12,-35.02,
-5024-01-02 21:44:14,-34.65,
-5021-12-04 15:43:24,,258.1
-5007-10-02 22:54:50,-34.2,
-4990-10-07 17:23:21,-35.2,
-4973-04-11 20:57:28,-34.31,
-4957-07-23 00:23:23,-34.07,
-4941-11-02 03:49:18,-33.97,
-4931-09-11 10:44:08,,262.9
-4924-06-04 12:39:20,-34.67,
-4909-09-30 00:54:26,-34.9,
-4892-04-26 02:25:29,-33.65,
-4876-09-19 01:45:15,-33.79,
-4859-02-04 17:46:03,-34.29,
-4841-05-03 18:11:33,-34.24,
-4825-12-19 17:39:32,-34.25,
-4820-05-10 03:34:37,,262.1
-4808-09-29 11:59:49,-33.94,
-4791-10-03 06:28:20,-35.08,
-4775-09-14 21:11:10,-34.83,
-4758-09-04 01:01:43,-34.65,
-4742-05-13 16:37:52,-34.91,
-4733-06-15 17:52:09,,259.4
-4726-10-03 00:18:09,-35.09,
-4710-12-14 22:28:09,-34.22,
-4694-02-01 01:12:59,-34.49,
-4678-12-04 17:30:13,-35.19,
-4662-10-03 12:19:11,-34.98,
-4647-12-18 20:19:55,-34.59,
-4631-12-04 02:42:14,-34.58,
-4623-09-18 08:23:07,,261.1
-4615-11-15 17:25:03,-35.44,
-4600-10-10 20:01:40,-35.01,
-4584-03-27 11:29:35,-34.79,
-4568-09-04 01:27:19,-35.11,
-4552-01-03 05:21:54,-34.53,
-4537-10-18 09:32:55,-34.77,
-4520-04-17 21:27:33,-34.71,
-4505-12-08 06:46:16,-34.7,
-4489-11-20 21:29:05,-35.13,
-4473-08-21 11:02:09,-35.04,
-4457-07-04 20:29:04,-34.54,
-4452-10-07 00:39:35,,261.2
-4440-03-12 17:53:59,-34.48,
-4426-11-12 20:22:23,-35.05,
-4410-06-05 00:25:11,-34.56,
-4395-08-09 09:27:27,-34.72,
-4388-10-17 11:39:05,,262.7
-4379-04-25 08:22:34,-34.57,
-4364-08-23 12:17:10,-34.2,
-4352-01-17 06:33:06,,263.2
-4347-02-03 17:54:22,-35.48,
-4333-09-03 23:27:23,-35.13,
-4317-10-21 08:00:59,-34.89,
-4300-02-15 02:04:50,-35.08,
-4284-10-17 16:10:46,-34.98,
-4267-02-22 09:13:06,-35.04,
-4252-07-29 01:42:34,-34.33,
-4235-02-14 19:54:39,-35.18,
-4219-03-04 23:12:21,-34.21,
-4205-01-02 06:23:47,-34.69,
-4191-05-17 19:07:33,-34.33,
-4175-07-04 03:41:09,-34.75,
-4159-09-18 17:30:39,-35.32,
-4143-10-28 18:45:17,-35.44,
-4140-03-12 09:43:51,,265.5
-4126-01-27 23:12:44,-34.34,
-4111-10-06 14:48:52,-35.03,
-4095-10-22 02:27:05,-34.92,
-4080-05-21 08:00:06,-34.97,
-4064-02-19 21:33:10,-34.55,
-4050-08-17 06:10:47,,266.7
-4049-06-27 08:46:43,-34.44,
-4034-09-19 00:06:26,-34.79,
-4020-04-03 09:12:44,-34.69,
-4005-07-29 21:27:50,-34.39,
-3990-09-11 08:33:10,-34.51,
-3985-11-30 22:05:44,,260.7
-3975-08-05 11:09:47,-34.9,
-3959-01-01 20:20:17,-34.94,
-3945-11-19 15:37:55,-34.3,
-3930-12-07 13:06:51,-34.96,
-3914-03-19 10:44:00,-33.92,
-3903-09-28 16:33:16,,265.5
-3899-03-12 18:36:31,-34.75,
-3883-02-04 03:01:54,-35.33,
-3869-07-18 21:01:34,-34.83,
-3853-01-24 10:26:26,-34.68,
-3838-11-26 20:54:53,-34.35,
-3823-11-19 04:47:24,-35.04,
-3808-05-23 20:44:00,,265.9
-3806-04-17 19:46:39,-34.67,
-3790-09-08 03:26:56,-35.09,
-3774-03-09 09:32:49,-34.71,
-3758-02-11 16:56:39,-34.76,
-3743-11-12 06:29:43,-34.84,
-3726-09-18 14:26:26,-33.98,
-3711-11-15 16:09:44,-34.83,
-3696-10-21 17:44:49,-34.94,
-3680-03-12 19:36:19,-34.49,
-3664-03-12 16:36:35,-34.4,
-3650-05-03 05:12:08,-34.97,
-3635-09-11 08:05:11,-34.4,
-3632-09-14 17:10:59,,267.6
-3621-04-29 14:06:52,-34.63,
-3606-06-15 16:51:42,-34.57,
-3591-04-17 21:31:24,-34.51,
-3584-09-17 23:51:15,,265.2
-3577-08-24 02:56:12,-34.76,
-3561-02-07 18:24:07,-34.51,
-3546-06-11 13:58:12,-34.42,
-3531-08-23 06:19:26,-34.33,
-3516-04-09 18:09:53,-35.07,
-3502-09-03 05:52:07,-34.65,
-3488-11-15 16:24:36,-34.63,
-3472-01-13 18:07:54,-34.66,
-3458-07-29 09:02:58,-35.27,
-3444-05-16 17:15:56,-35.16,
-3431-10-24 13:47:21,-35.72,
-3417-12-07 19:03:56,-35.4,
-3408-06-14 15:47:25,,265.3
-3403-10-17 01:13:50,-34.62,
-3389-12-04 22:09:54,-34.89,
-3374-08-13 07:57:17,-35.1,
-3362-10-28 22:31:43,,267.6
-3360-12-03 22:44:07,-34.88,
-3345-11-30 22:16:08,-35.18,
-3330-07-03 19:28:38,-35.04,
-3301-01-02 05:08:28,-34.6,
-3288-03-16 09:52:11,-34.56,
-3274-05-06 22:27:44,-34.99,
-3269-06-09 00:26:57,,269.8
-3260-04-21 17:12:31,-34.51,
-3246-10-21 17:29:37,-34.16,
-3231-05-06 08:24:41,-34.74,
-3218-12-11 15:27:54,-33.59,
-3203-04-17 20:52:42,-34.78,
-3189-05-02 20:53:23,-35.11,
-3176-12-18 02:55:04,-34.22,
-3161-07-18 08:28:04,-34.35,
-3148-09-17 14:13:19,-34.73,
-3137-03-19 15:15:22,,268.6
-3134-06-11 08:49:53,-35.24,
-3120-02-29 11:46:57,-35.18,
-3105-04-21 06:11:17,-34.57,
-3092-04-25 01:24:44,-34.21,
-3079-05-09 19:36:38,-34.52,
-3066-11-30 12:01:55,-35.04,
-3051-05-05 22:42:36,-34.31,
-3038-07-03 12:48:22,-35.09,
-3032-06-03 18:25:04,,269.3
-3024-09-24 22:19:19,-34.71,
-3010-10-31 20:16:55,-34.66,
-2997-09-15 12:17:32,-34.9,
-2984-09-25 14:49:58,-33.96,
-2972-10-21 02:11:34,,270.7
-2971-11-23 04:55:44,-34.82,
-2957-03-20 05:33:18,-34.52,
-2944-04-24 21:42:08,-34.67,
-2931-10-28 07:49:58,-34.76,
-2917-01-31 10:30:36,-33.68,
-2905-12-11 10:51:44,-34.53,
-2891-04-22 02:07:15,-35.24,
-2879-11-05 05:24:47,-34.97,
-2865-04-04 02:57:44,-34.91,
-2852-03-16 00:14:16,-34.61,
-2839-07-14 16:31:19,-34.73,
-2825-11-16 06:16:37,-35.64,
-2823-01-01 23:38:44,,271.5
-2812-08-23 09:42:22,-35.16,
-2798-08-27 10:44:35,-35.32,
-2784-01-02 10:20:37,-35.43,
-2772-11-04 03:22:46,-34.61,
-2759-05-12 23:21:19,-34.68,
-2745-09-10 21:27:09,-34.95,
-2732-06-10 17:33:55,-34.6,
-2720-03-04 00:32:57,-34.57,
-2707-08-19 04:23:20,-36.16,
-2698-07-18 11:46:51,,269.8
-2694-07-22 02:41:24,-36.09,
-2681-04-29 06:07:08,-34.67,
-2668-11-11 15:13:26,-35.11,
-2654-02-07 10:35:06,-35.52,
-2643-03-08 07:47:26,,269.1
-2641-03-08 19:24:58,-34.9,
-2629-10-06 13:20:27,-34.33,
-2616-12-03 03:26:12,-34.58,
-2602-02-10 16:30:26,-35.11,
-2589-08-09 19:19:17,-34.87,
-2576-09-25 10:26:35,-34.89,
-2563-02-14 18:51:48,-34.53,
-2550-07-18 08:04:15,-35.24,
-2545-08-24 01:42:57,,271.1
-2537-11-05 01:22:50,-34.75,
-2524-10-13 06:59:52,-34.88,
-2511-09-14 05:17:56,-35.76,
-2499-12-19 02:09:48,-34.52,
-2486-07-11 12:46:19,-34.49,
-2473-05-17 21:27:57,-35.26,
-2461-10-18 04:51:38,-34.79,
-2447-01-23 23:11:46,-34.74,
-2435-10-10 04:40:35,-35.41,
-2422-08-23 20:41:12,-34.56,
-2410-12-11 08:11:02,-35.79,
-2396-05-31 03:40:55,-35.49,
-2393-03-08 20:59:00,,271.5
-2384-09-03 00:32:47,-34.59,
-2371-11-11 13:37:01,-34.86,
-2358-08-23 08:42:15,-34.69,
-2346-09-06 21:05:23,-35.0,
-2333-05-27 18:13:42,-34.54,
-2326-12-03 09:08:25,,272.8
-2321-07-14 03:32:14,-34.24,
-2308-08-15 04:01:35,-34.18,
-2294-04-07 01:42:45,-35.02,
-2282-05-09 20:23:20,-34.93,
-2270-10-02 20:28:02,-34.68,
-2257-05-24 12:20:27,-34.7,
-2256-02-29 18:01:00,,271.6
-2245-11-08 10:22:04,-34.46,
-2232-03-07 20:50:21,-34.76,
-2220-09-28 07:26:52,-34.53,
-2208-06-25 06:05:23,-35.02,
-2195-01-02 02:03:56,-34.79,
-2183-10-24 20:07:38,-34.4,
-2169-01-16 23:49:48,-34.96,
-2159-05-02 08:02:36,,271.7
-2156-02-08 01:20:41,-33.81,
-2144-04-06 09:37:41,-34.78,
-2131-05-13 01:46:32,-35.35,
-2118-05-24 04:18:57,-34.36,
-2105-01-23 19:09:49,-34.63,
-2093-06-12 11:55:33,-35.06,
-2081-10-18 05:42:48,-35.18,
-2067-04-28 23:09:37,-34.54,
-2055-07-21 21:03:02,-34.24,
-2043-09-18 05:20:01,-34.61,
-2030-07-29 05:41:09,-34.61,
-2019-01-19 23:24:14,,274.9
-2018-12-11 06:47:24,-34.68,
-2004-06-14 16:55:14,-34.92,
-1992-11-18 15:58:24,-35.16,
-1980-10-20 08:27:41,-35.21,
-1967-09-10 07:47:17,-34.99,
-1954-01-23 08:53:31,-34.37,
-1942-05-27 11:01:18,-35.01,
-1929-02-21 15:28:35,-35.36,
-1917-03-08 03:51:43,-34.78,
-1907-10-30 23:46:05,,275.4
-1906-10-27 13:55:22,-34.92,
-1893-02-04 02:26:43,-35.48,
-1881-06-11 20:13:59,-34.33,
-1869-11-30 09:55:06,-35.22,
-1857-02-22 01:59:45,,271.5
-1856-01-31 09:51:35,-34.93,
-1844-02-18 13:54:13,-35.05,
-1833-04-28 15:20:55,-34.41,
-1821-07-25 04:53:49,-35.05,
-1809-10-20 18:26:43,-34.24,
-1797-08-16 22:21:08,-34.64,
-1785-07-04 00:12:28,-35.11,
-1773-12-07 23:15:38,-34.91,
-1761-12-22 11:38:47,-34.88,
-1748-03-04 10:33:44,-34.87,
-1744-08-04 19:27:17,,273.0
-1737-04-14 06:44:31,-34.56,
-1726-05-31 10:14:18,-34.84,
-1714-01-27 03:36:54,-34.65,
-1702-12-10 19:37:32,-34.07,
-1695-07-18 09:59:23,,273.4
-1690-09-15 01:35:01,-35.1,
-1678-09-07 16:01:14,-34.28,
-1666-09-22 04:24:23,-34.63,
-1653-12-22 15:25:32,-34.73,
-1641-06-11 23:17:53,-34.18,
-1629-01-02 04:05:37,-34.69,
-1619-11-22 15:47:41,-34.68,
-1606-03-12 03:17:31,-35.14,
-1594-01-12 14:30:54,-35.25,
-1582-06-25 20:53:03,-34.4,
-1579-09-17 14:27:34,,275.0
-1570-07-06 17:36:42,-34.65,
-1559-08-08 06:28:31,-34.34,
-1547-07-02 15:38:50,-34.16,
-1535-09-17 06:13:16,-34.23,
-1523-02-02 17:10:14,-34.91,
-1511-04-27 15:03:39,-34.44,
-1499-08-05 03:35:00,-34.9,
-1482-11-19 04:29:11,,274.0
-1463-10-24 05:19:19,-35.32,
-1450-02-14 08:28:38,-35.0,
-1438-03-08 04:10:45,-35.01,
-1427-06-07 03:34:22,-35.2,
-1415-08-15 10:49:50,-35.24,
-1404-12-13 15:29:21,-35.03,
-1391-04-21 09:16:37,-34.76,
-1380-08-08 14:57:41,-34.33,
-1368-02-26 04:05:56,-34.55,
-1356-07-06 13:32:41,-34.5,
-1344-08-26 14:30:42,-33.7,
-1334-05-05 19:14:15,,273.1
-1333-07-25 09:31:44,-34.09,
-1321-05-16 21:46:40,-34.46,
-1310-12-14 09:53:23,-34.61,
-1306-04-10 00:23:17,,276.3
-1298-08-13 03:16:00,-34.54,
-1287-04-17 22:08:49,-34.36,
-1275-04-28 18:52:29,-34.54,
-1261-01-27 20:48:01,-34.42,
-1250-11-12 01:43:58,-34.74,
-1239-07-03 05:58:51,-34.78,
-1229-06-08 02:30:05,-34.82,
-1218-07-21 14:20:22,-34.29,
-1206-06-18 15:10:11,-34.2,
-1195-11-07 17:46:37,-33.86,
-1182-02-10 14:38:30,-34.78,
-1171-10-31 05:58:02,-35.35,
-1159-01-01 00:05:45,-34.81,
-1146-05-27 05:59:14,-34.82,
-1133-01-30 12:29:35,-34.5,
-1121-08-04 16:48:39,-34.26,
-1109-09-10 03:08:43,-34.85,
-1107-05-26 16:41:07,,274.6
-1098-11-04 13:57:28,-34.95,
-1087-11-18 20:31:51,-34.84,
-1076-07-24 15:24:40,-34.44,
-1065-06-11 11:27:15,-35.08,
-1054-01-01 10:26:13,-34.73,
-1043-01-01 02:22:39,-34.93,
-1033-03-11 22:00:34,-35.14,
-1022-10-09 10:07:17,-35.54,
-1011-10-09 02:03:43,-34.88,
-999-03-08 11:59:08,,276.3
-999-05-31 12:07:21,-34.72,
-988-03-15 11:14:32,-34.6,
-978-12-14 19:43:47,-34.32,
-967-07-03 03:03:16,-35.12,
-957-10-24 18:35:02,-34.07,
-955-06-14 18:31:01,,274.7
-946-12-10 22:04:48,-34.7,
-934-03-22 20:26:53,-35.43,
-924-09-28 04:47:55,-34.58,
-913-07-03 04:56:38,-34.47,
-902-05-27 08:18:11,-34.37,
-891-05-17 01:16:09,-34.65,
-880-06-22 05:47:28,-34.44,
-869-04-03 13:15:10,-34.92,
-859-04-21 05:40:16,-34.05,
-852-03-30 00:24:42,,275.3
-849-09-29 08:45:23,-34.96,
-839-11-11 14:46:54,-35.15,
-828-03-11 13:37:39,-34.52,
-817-04-06 19:10:30,-35.16,
-807-11-11 08:47:25,-34.88,
-796-06-25 05:43:19,-35.54,
-785-09-06 22:49:30,-34.85,
-772-06-21 09:34:13,-33.95,
-760-08-22 09:30:42,-34.05,
-759-07-09 19:25:37,,278.9
-750-10-31 05:08:38,-35.01,
-739-10-19 22:06:36,-34.39,
-727-04-20 04:57:24,-35.18,
-717-06-14 09:57:23,-34.97,
-706-10-01 15:38:26,-35.35,
-695-08-26 19:00:00,-34.54,
-685-12-18 10:31:46,-34.79,
-679-12-25 04:43:21,,273.9
-674-08-12 06:26:08,-35.13,
-663-03-29 19:01:31,-35.13,
-653-07-10 11:34:50,-34.88,
-642-02-10 09:32:16,-34.56,
-632-08-07 18:54:50,-35.33,
-620-01-19 19:28:12,-34.63,
-610-07-17 04:50:46,-34.54,
-599-07-21 12:26:41,-34.33,
-587-04-24 18:24:10,-34.48,
-577-11-19 09:02:38,,277.9
-576-01-02 04:56:29,-35.12,
-566-11-15 09:19:34,-34.17,
-555-06-21 22:56:29,-35.1,
-543-11-07 15:42:13,-34.82,
-533-12-03 15:26:17,-34.75,
-522-02-06 19:24:44,-34.42,
-512-07-02 07:51:54,-34.51,
-501-06-03 18:32:26,-35.61,
-490-05-02 13:33:28,-35.4,
-479-01-01 16:46:48,-34.62,
-470-12-07 13:18:03,-34.99,
-465-09-07 10:54:42,,277.6
-459-11-26 06:16:01,-34.97,
-448-05-16 08:19:36,-34.55,
-438-05-24 01:46:14,-34.61,
-428-07-20 22:25:42,-34.24,
-418-06-03 21:00:02,-33.77,
-408-12-06 13:41:34,-34.14,
-397-10-20 18:04:39,-34.79,
-376-02-29 02:01:32,-34.88,
-366-04-09 16:23:33,-35.13,
-356-11-21 13:19:27,-34.34,
-345-01-19 09:58:55,-34.55,
-335-01-18 20:06:35,-34.95,
-325-02-06 12:31:41,-35.26,
-316-06-13 12:52:39,,276.7
-315-06-13 18:41:25,-35.28,
-304-01-01 02:00:54,-35.18,
-295-11-07 17:16:15,-34.43,
-285-10-06 06:28:31,,276.7
-285-11-04 11:44:25,-34.8,
-274-01-01 08:23:53,-34.08,
-265-09-14 04:46:55,-34.59,
-254-03-29 20:26:55,-34.84,
-245-10-05 22:59:10,-34.5,
-235-10-30 22:43:15,-34.91,
-224-03-03 13:13:29,-34.42,
-214-05-12 08:51:25,-34.96,
-204-06-13 15:54:28,-34.84,
-194-08-16 04:13:25,-35.16,
-183-06-11 02:19:04,-35.13,
-171-02-21 10:19:38,-35.04,
-161-09-25 08:17:04,-34.41,
-151-07-28 07:52:56,-33.93,
-144-08-22 14:10:42,,276.9
-140-03-11 04:48:50,-34.36,
-130-04-20 19:10:51,-34.51,
-120-03-07 09:24:40,-34.8,
-111-11-03 15:09:45,-33.58,
-101-07-02 20:54:50,-34.5,
-90-04-03 05:24:04,-34.19,
-81-10-28 14:13:45,-35.06,
-69-04-28 21:04:34,-34.48,
-58-04-17 14:02:32,-34.81,
-50-04-17 12:32:40,,278.0
-47-05-20 02:54:21,-35.13,
-38-04-02 19:39:55,-34.19,
-19-10-31 06:16:45,-33.98,
-9-09-14 04:51:04,-34.8,
0-12-31 22:54:36,,276.7
1-05-08 18:56:40,-34.37,
11-01-01 09:02:16,-34.98,
20-10-19 18:00:10,-34.53,
29-12-31 23:28:49,,277.9
30-06-21 15:24:44,-35.17,
39-11-25 21:01:36,-34.68,
48-08-03 19:56:23,-35.63,
56-01-01 06:36:45,,277.4
58-10-27 06:12:16,-34.68,
67-03-04 00:44:28,-33.93,
76-11-21 04:26:28,-34.44,
86-02-02 09:55:07,-34.67,
96-10-19 03:46:24,-35.21,
104-01-01 21:37:31,,277.5
106-12-10 17:06:54,-34.98,
117-03-04 03:22:46,-34.47,
127-02-10 15:33:31,-34.45,
136-01-01 15:38:03,,278.1
136-03-03 17:49:20,-35.08,
145-06-10 12:54:24,-34.92,
153-07-13 08:19:55,,278.07
156-02-10 16:07:44,-34.97,
165-05-30 10:11:16,-35.07,
174-07-13 10:24:00,,277.56
176-07-01 23:03:05,-35.9,
187-12-13 23:36:27,-35.01,
198-12-31 21:50:19,-34.8,
208-09-28 08:51:18,-35.02,
218-12-14 11:48:12,-35.04,
229-05-12 15:54:52,-35.22,
239-05-16 17:42:01,-35.11,
240-08-07 23:39:00,,280.25
249-03-18 17:17:52,-34.67,
259-08-23 04:43:30,-35.14,
266-02-06 15:52:32,,278.31
270-06-14 11:09:40,-34.5,
274-06-10 18:45:15,,280.24
279-09-17 14:35:14,-34.04,
289-04-20 06:43:54,-34.5,
295-08-08 07:21:08,,280.91
299-09-24 18:09:32,-34.58,
310-07-28 23:34:10,-34.62,
317-07-21 08:56:33,,281.69
319-12-14 22:53:36,-34.7,
330-03-08 09:09:28,-35.05,
338-11-29 22:42:12,-34.87,
349-07-02 20:39:38,-34.74,
357-05-01 16:58:29,,277.8
360-03-18 14:30:55,-34.81,
369-08-15 12:48:49,-34.95,
384-03-25 17:20:17,,277.25
388-03-22 00:55:52,-34.8,
406-05-12 12:46:29,,279.13
408-02-07 01:17:20,-35.22,
417-06-10 09:58:49,-34.09,
427-10-23 23:27:31,-34.28,
436-09-23 22:30:31,-34.1,
436-12-09 15:19:45,,280.0
447-03-15 00:34:06,-35.21,
456-09-12 19:47:23,-34.89,
465-10-08 13:42:41,-33.99,
474-12-02 12:53:54,-35.27,
483-05-30 10:38:55,-34.54,
488-02-17 09:17:06,,277.11
493-05-15 06:08:38,-35.13,
503-06-14 21:32:12,-34.82,
514-01-15 19:29:38,-35.16,
517-12-17 13:28:48,,276.79
523-11-07 20:07:02,-34.18,
534-04-27 22:10:37,-35.1,
543-06-18 05:42:20,-34.81,
551-08-15 14:44:16,,276.56
